Image,Mask
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/36_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/36_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/36_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/36_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/36_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/36_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/36_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/36_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/36_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/36_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/36_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/36_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/36_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/36_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/36_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/36_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/37_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/37_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/37_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/37_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/37_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/37_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/37_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/37_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/37_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/37_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/37_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/37_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/37_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/37_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/37_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/37_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/37_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/37_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/37_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/37_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/38_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/38_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/38_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/38_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/38_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/38_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/38_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/38_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/38_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/38_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/38_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/38_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/38_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/38_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/38_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/38_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/38_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/38_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/38_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/38_10.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/39_1.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/39_1.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/39_2.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/39_2.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/39_3.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/39_3.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/39_4.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/39_4.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/39_5.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/39_5.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/39_6.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/39_6.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/39_7.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/39_7.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/39_8.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/39_8.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/39_9.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/39_9.npy
/root/workplace/data/MM-WHS2017/trainstage/augtrain/Image/39_10.npy,/root/workplace/data/MM-WHS2017/trainstage/augtrain/Mask/39_10.npy
